ID,Cote de rangement,Titre du dossier,Contenu du dossier,Analyse diplomatique,Solution GED,Annee
01557,2039/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00346 DU 04-07-2023 : SONABHY ET TRAORE (OUEDRAOGO BOUKARY),"TRANSPORT, PRODUIT PETROLIER, SONABHY, TAORE, OUEDRAOGO BOUKARY",(CONTRAT),DOCESSEN,2023
01558,2040/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N° 23/00364 DU 14-07-2023 :SONABHY HILAS OIL,"VENTE, PRODUIT PETROLIER, SONABHY, HO-HILAS OIL SARL",(CONTRAT),DOCESSEN,2023
01559,2041/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00368 DU 14-07-2023 : SONABHY ET PHAREMA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, PHAREMA",(CONTRAT),DOCESSEN,2023
01560,2042/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00254 DU 04-05-2023 : SONABHY ET NELDORA TRANSPORT ET LOGISTIQUE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NELDORA, TRANSPORT ET LOGISTIQUE",(CONTRAT),DOCESSEN,2023
01561,2043/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUIT PETROLIER : CONTRAT N° 23/00218 DU 07-04-2023 : SONABHY ET STKF - ( SOCIETE DE TRANSPORT KARSAMBA ET FILS,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STKF",(CONTRAT),DOCESSEN,2023
01562,2044/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°23/00233 DU 25-04-2023 : SONABHY ET EKM-(KAFANDO MOUSSA),"TRANSPORT, PRODUIT PETROLIER, SONABHY, EKM, KAFANDO MOUSSA",(CONTRAT),DOCESSEN,2023
01563,2045/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°23/00234 DU 25-04-2023 + AVENANT N°23/361 DU 10-07-2023 :SONABHY ET AID ENERGY,"TRANSPORT, PRODUIT PEROLIER, SONABHY, AID ENERGY",(CONTRAT),DOCESSEN,2023
01564,2046/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00238 DU 25-04-2023 : SONABHY ET FARES VISION,"TRANSPORT, PRODUIT PETROLIER, SONABHY, FARES VISION",(CONTRAT),DOCESSEN,2023
01565,2047/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N° 23/00306 DU 02-06-2023 : SONABHY ET ASCARI YA NEEMA,"TRANSPORT, PRODUIT PETROLIER, AYN-ASCARI YA NEEMA",(CONTRAT),DOCESSEN,2023
01566,2048/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N° 23/0072 DU 31-05-2023 : SONABHY ET TM-DIFFUSION,"VENTE, PRODUIT PETROLIER, SONABHY, TMD-TM DIFFUSION SARL",(CONTRAT ),DOCESSEN,2023
01567,2049/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N° 23/00318 DU 16-06-2023 : SONABHY ET OPAS FAMILY TRADE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OFT-OPAS FAMILY TRADE",(CONTRAT),DOCESSEN,2023
01568,2050/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N° 23/00289 DU 02-06-2023 : SONABHY ET STATION ENERGY BURKINA,"VENTE, PRODUIT PETROLIER, SONABHY, SEBS-STATION ENERGY BURKINA SARL",(CONTRAT),DOCESSEN,2023
01569,2051/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00309 DU 08-06-2023 + AVENANT N° 23/468 DU 27-10-2023 : SONABHY ET TRANSPORT BARKE BOUMBOU,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STBB-SOCIETE",(CONTRAT),DOCESSEN,2023
01570,2052/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00291 DU 02-06-2023 :SONABHY ET BILLA SERVICE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BILLA SERVICE",(CONTRAT),DOCESSEN,2023
01571,2053/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N° 23/00304 DU 02-06-2023 : SONABHY ET SAHAMA CONSULTING INERTATIONAL,"TRANSPORT, PRODUIT PETROLIER, SONABHY, SAHAM CONSULTING INTERNATIONAL",(CONTRAT),DOCESSEN,2023
01572,2054/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N° 23/00300 DU 02-06-2023 : SONABHY ET NELDORA TRANSPORT ET LOGISTIQUE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, NELDORA TRANSPORT ET LOGISTIQUE",(CONTRAT),DOCESSEN,2023
01573,2055/CJ,JURIDITION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N° 23/00219 DU 07-04-2023 : SONABHY ET TARA TRANSPORT,"TRANSPORT, PRODUIT PETROLIER, SONABHY, TARA TRANSPORT",(CONTRAT),DOCESSEN,2023
01574,2056/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N° 23/00264 DU 05-05-2023 : SONABHY ET DRAKALO ( KALO DRABO),"TRANSPORT, PRODUIT PETROLIER, SONABHY, SOCIETE DRAKALO",(CONTRAT),DOCESSEN,2023
01575,2057/CJ,JURIDTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N° 23/299 DU 02-06-2023 :SONABHY ET DJALMORI,"TRANSPORT, PRODUIT PETROLIER, SONABHY, DJALMORI SARL",(CONTRAT),DOCESSEN,2023
01576,2058/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N° 23/00257 DU 04-05-2023 : SONABHY ET BISONGO TRANSPORT(BISTRA),"VENTE, PRODUIT PETROLIER, SONABHY, BISONGO TRANSPORT, BISTRA",(CONTRAT),DOCESSEN,2023
01577,2059/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N° 23/409 DU 24-08-2023 : SONABHY ET JOS ENERGY,"VENTE, PRODUIT PETROLIER, SONABHY, JOS ENERGY",(CONTRAT),DOCESSEN,2023
01578,2060/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS :CONTRAT N° 23/431 DU 27-09-2023 : SONABHY ET RAKEN ENERGIESVENTEPRODUIT PETROLIERSONABHY,RAKEN ENERGIES,(CONTRAT),DOCESSEN,2023
01579,2061/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS :CONTRAT N° 23/00460 DU 18-10-2023 + CONTRAT D'ACHAT N°23/492 DU 09-11-2023 + AVENANT N°24/0046 DU 22 JANVIER 2024 + CONTRAT ACHAT N°24/0208 DU 21 MAI 2024 : SONABHY ET ALLIANCE STAR OFF SHORE REFINED OIL PRODUCT TRADING LLC,"VENTE, ACHAT, PRODUIT PETROLIER, SONABHY, ALLIANCE STAR OFF SHORE REFINED OIL PRODUCT TRADING LLC","(CONTRAT, AVENANT)",DOCESSEN,2023 2024
01580,2062/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRAT N°23/00471 DU 27-10-2023 : SONABHY ET BLUE PIONEER GLOBAL TRADING SPC,"VENTE, PRODUIT PETROLIER, SONABHY, BLUE PIONEER GLOBAL TRADING SPC",(CONTRAT),DOCESSEN,2023
01581,2063/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS :CONTRAT N° 23/00479 DU 30-10-2023 + AVENANT N°23/0567 DU 29 DECEMBRE 2023 : SONABHY ET PETRA TRANSPORT,"VENTE, PRODUIT PETROLIER, SONABHY, PETRA TRANSPORT","(CONTRAT, AVENANT)",DOCESSEN,2023
01582,2064/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N°23/00485 DU 08-11-2023 : SONABHY ET SMART GLOBAL TRADING COMPANY (SGTC),"VENTE, PRODUIT PETROLIER, SONABHY, SMART GLOBAL TRADING COMPANY, SGTC",(CONTRAT),DOCESSEN,2023
01583,2065 /CJ,JURIDICTION ET CONTENTIEUX:TRANSPORT DE PRODUITS PETROLIERS;CONTRAT N°23/00171 22MARS 2023: SONABHY ET SUPLY CHAIN MANAGEMENT-LOGISTIQUE,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, SUPPLY CHAIN MANAGEMENT LOGISTIQUE",(CONTRAT),DOCESSEN,2023
01584,2066 /CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS:CONTRAT N°23/00220 DU 07 AVRIL 2023 : SONABHY ET SOBAN DISTRIBUTION,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, SOBAN DISTRIBUTION",(CONTRAT),DOCESSEN,2023
01585,2067 /CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N°23/00258 DU04 MAI 2023 :SONABHY ET SAVSOUL FILS HYDRO TRANSPORT,"TRANSPORT, PRODUITS PETROLIERS, SAVSOUL FILS HYDRO TRANSPORT, SAVADOGO SOULEYMANE",(CONTRAT),DOCESSEN,2023
01586,2068 /CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS N°23/00490 DU 09 NOVEMBRE 2023:SONABHY ER STARC ENERGY,"VENTE, PRODUITS PRTROLIERS, SONABHY, STARC ENERGY",(CONTRAT),DOCESSEN,2023
01587,2069 /CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°23/00496 DU10 NOVEMBRE 2023 : SONABHY ET DIFAY TRANSPORT,"TRANSPORT, PRODUITS OETROLIERS , DIFAY TRANSPORT, DIALLA FAYCAL",(CONTRAT),DOCESSEN,2023
01588,2070 /CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS : CONTRAT N°23/509 DU23 NOVEMBRE 2023 :SONABHY ET SOBA ENERGIE,"VENTE, PRODUITS PETROLIERS , SONABHY, SOBA ENERGIE",(CONTRAT),DOCESSEN,2023
01589,2071/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRAT N°23/00525 DU 01 DECEMBRE 2023 :SONABHY ET GTE,"VENTE, PRODUITS OETROLIERS, GTE, GENERAL TRADING ENGINEERING",(CONTRAT),DOCESSEN,2023
01590,2072/CJ,JURIDICTION CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N°23/00535 DU 13 DECEMBRE 2023 : SONABHY ET IBTC,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, BIGGEST TRADER COMPANY",(CONTRAT),DOCESSEN,2023
01591,2073/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N°23/00536 DU 13 DECEMBRE 2023 :SONABHY ET HAMA ET FILS TRADING TRANSIT-TRANSPORT AND MACHINE,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, HAMA ET FILS TRADING, TRANSIT-TRANSPORT AND MACHINE",(CONTRAT),DOCESSEN,2023
01592,2074/CJ,JURIDICTION ET CONTENTIEUX:VENTE DE PRODUITS PETROLIERS:CONTRAT N°23/00546 DU 14 DECEMBRE 2023 :SONABHY ET BF INERCI,"VENTE, PRODUITS PETROLIERS, SONABHY, BF INERCI",(CONTRAT),DOCESSEN,2023
01593,2075/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRAT N°23/00553 DU 18 DECEMBRE 2023 : SONABHY ET MEGA PETRA AVENIR,"VENTE, PRODUITS PETROLIERS, SONABHY, MEGA PETRO AVENIR",(CONTRAT),DOCESSEN,2023
01594,2076/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRAT N°23/00554 DU18 DECEMBRE 2023 :SONABHY ET PAM OIL,"VENTE, PRODUITS PETROLIERS, SONABHY, PAM OIL",(CONTRAT),DOCESSEN,2023
01595,2077/CJ,JURIDICTION ET CONTENTIEUX : VENTE DE PRODUITS PETROLIERS : CONTRAT N°23/00565 DU 28 DECEMBRE 2023 :SONABHY ET OUMY,"VENTE, PRODUITS PETROLIERS, SONABHY, OUMY",(CONTRAT),DOCESSEN,2023
01596,2078/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRAT N°24/00003 DU 08 JANVIER 2024 :SONABHY ET SDO OIL,"VENTE, PRODUITS PETROLIERS, SONABHY, SDO OIL",(CONTRAT),DOCESSEN,2024
01597,2079/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRATN°24/00005 DU 08 JANVIER 2024 :SONABHY ET FATOUM COMMERCE GENERAL,"VENTE, PRODUITS PETROLIERS, SONABHY, FATOUM COMMERCE GENERAL",(CONTRAT),DOCESSEN,2024
01598,2080/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS :CONTRAT N°24/00009 DU 10 JANVIER 2024 : SONABHY ET SYSCOM NETWORK,"VENTE, PRODUITS PETROLIERS, SONABHY, SYSCOM NETWORK",(CONTRAT),DOCESSEN,2024
01599,2081/CJ,"JURIDICTION ET CONTENTIEUX :ACCORD SE CONFIDENTIALITE :CONTRAT N°24/00017 DU 10 JANVIER 2024:SONABHY , AFK ENERGIES,ASSEU OLIVIER PACOME ET TOK PANOU FRANCOIS - XAVIER GBENOUPKO MINDJA","ACCORD, CONFIDENTIALITE, SONABHY, ASSEU OLIVIER PACOME, TOK PANOU FRANCOIS - XAVIER GBENOUPKO MINDJA, AFK ENERGIES, LE CONSONTIUM",(CONTRAT),DOCESSEN,2024
01600,2082/CJ,JURIDICTION ET CONTENTIEUX :VENTE DE PRODUITS PETROLIERS:CONTRAT N°24/00027 DU 15 JANVIER 2024 :SONABHY ET VIMARKO FZCO,"VENTE, PRODUITS PETROLIERS, SONABHY, VINMARKO FZCO",(CONTRAT),DOCESSEN,2024
01601,2083/CJ,JURIDICTION ET CONTENTIEUX:TRANSPORT DE PRODUITS PETROLIERS: CONTRAT N°24/00052 DU 30 JANVIER 2024 ET PASSAGE DE PRODUITS PETROLIERS :CONTRAT N°23/00482 DU 03 NOVEMBRE 2023 : SONABHY ET KGL TRANSPORT ET HYDROCARBURE,"TRANSPORT, PASSAGE, PRODUITS PETROLIERS, SONABHY, KGL TRANSPORT ET HYDROCARBURE",(CONTRAT),DOCESSEN,2024
01602,2084/CJ,JURIDICTION ET CONTENTIEUX :TRANSPORT DE PRODUITS PETROLIERS :CONTRAT N°24/00073 DU 9 FEVRIER 2024 :SONABHY ET ATHENA SPACE,"TRANSPORT, PRODUITS PETROLIERS, SONABHY, ATHENA SPACE",(CONTRAT),DOCESSEN,2024
01603,2085/CJ,"JURIDICTION ET CONTENTIEUX :CONVENTION DE FACILITATION :CONVENTION N°24/00172 DU 11 JANVIER 2024: SONABHY, G ET T PARTNERS ET NAB CONSULTING","FACILITATION, CONVENTION, SONABHY, G ET T PARTNER, NAB CONSULTING",(CONTRAT),DOCESSEN,2024
01604,2086/CJ,"JURIDICTION ET CONTENTIEUX : TRANSPORT P.P: AVENANT N°23/380; AVENANT N°24/0012:SONABHY ET ETABLISSEMENT RAMESSE ET FRERES (ERAF), OUEDRAOGO HAMADE","TRANSPORT , PRODUIT PETROLIER, SONABHY, ETABLISSEMENT RAMESSE ET FRERE, ERAF, OUEDRAOGO HAMADE",(AVENANT),DOCESSEN,2023-2024
01605,2087/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT DE PRODUITS PETROLIERS: AVENANT N°23/00260 DU 05 MAI 2023 AU CONTRAT DE TRANSPORT N°22/00375: SONABHY ET KERE SALIF TRANSPORT (KST),"TRANSPORT, PRODUIT PETROLIER, KERE SALIF TRANSPORT, KST, CONTRACTUALISATION",(AVENANT),DOCESSEN,2023-2024
01606,2088/CJ,JURIDICTION ET CONTENTIEUX:TRANSPORT DE PRODUITS PETROLIERS:AVENANT N°23/00293 DU 02 JUIN 2023 AU CONTRAT DE TRANSPORT N°23/00056: SONABHY ET SOULOGO TRANPORT ET COMMERCE,"TRANSPORT, PRODUIT PETROLIER, SOULOGO TRANSPORT ET COMMERCE, CONTRACTULISATION",(AVENANT),DOCESSEN,JUIN 2023
01607,2089/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:AVENANT N°23/00523 DU 16 JUIN 2023 AU CONTRAT DE TRANSPORT N°22/00399,"TRANSPORT, STKM TRANSPORT, PRODUIT PETROLIER, CONTRACTUALISATION",(AVENANT),DOCESSEN,JUIN 2023
01608,2090/CJ,JURIDICTION ET CONTENTIEUX: VENTE AU COMPTANT DE PRODUITS PETROLIERS n°23/00506 DU 20 NOVEMBRE 2023: SONABHY ET KRYSTAL ENERGY,"VENTE, PRODUIT PETROLIER, CONTRACTUALISATION, KRYSTAL ENERGY",(CONTRAT),DOCESSEN,NOVEMBRE 2023
01609,2091/CJ,JURIDICTION ET CONTENTIEUX: VENTE DE PRODUITS PETROLIERS:AVENANT N°23/00420 DU 05 SEPTEMBRE 2023 AU CONTRAT DE VENTE DE PRODUITS PETROLIERS: SONABHY ET JUWEL ENERGY LIMITED,"VENTE, PRODUIT PETROLIER, CONTRACTUALISATION, JUWEL ENERGY LIMITED",(AVENANT),DOCESSEN,2023
01610,2092/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS: AVENANT N°23/00386 DU 01 AOUT 2023 AU CONTRAT DE TRANSPORT N°22/00017:SONABHY ET SOCIETE CLARDOM SERVICE,"TRANSPORT, PRODUIT PETROLIER, CONTRACTUALISATION, SOCIETE CLARDOM, SERVICE",(AVENANT),DOCESSEN,AOUT2023
01611,2093/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS: AVENANT N°23/00251 DU 04 MAI 2023 AU CONTRAT DE TRANSPORT N°20/00251:SONABHY ET GLOBAL FASO BUSINESS,"TRANSPORT, PRODUIT PETROLIER, GLOBAL FASO BUSINESS, GFBS, CONTRACTUALISATION",(AVENANT),DOCESSEN,MAI 2023
01612,2094/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:AVENANT N°23/00384 DU 26 JUILLET 2023 AU CONTRAT DE TRANSPORT N°19/00363: SONABHY ET SS TRANSPORT ET LOGISTIQUE,"TRANSPORT, PRODUIT PETROLIER, SS TRANSPORT ET LOGISTIQUE, SSTL, CONTRACTUALISATION",(AVENANT),DOCESSEN,JUILLET 2023
01613,2095/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:AVENANT N°23/00235 DU 25 AVRIL AU CONTRAT DE TRANSPORT N°22/00296: SONABHY ET SOCIETE DE TRANSPORT REELWENDE TAWFIK (STRT),"TRANSPORT, PRODUIT PETROLIER, SOCIETE DE TRANSPORT REELWENDE TAWFIK, STRT, CONTRACTUALISATION",(AVENANT),DOCESSEN,AVRIL 2023
01614,2096/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:VENTE AU COMPTANT DE PRODUITS PETROLIERS N°24/00160 DU 11/04/2024 SONABHY ET PETRO.IL.COMPANY,"VENTE, PRODUIT PETROLIER, SONABHY, PETRO.IL.COMPANY, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2024
01615,2097/CJ,JURIDICTION ET CONTENTIEUX: CONTRAT DE VENTE DE PRODUITS PETROLIERS: N°23/00545 DU 14/12/2023 SONABHY ET SOMAYAF,"VENTE, PRODUIT PETROLIER, SONABHY, SOMAYAF, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2024
01616,2098/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:AVENANT N°23/00528 DU 08 DECEMBRE 2023 AU CONTRATDE TRANSPORT N°22/00335:SONABHY ET AL-HASSAN LOGISTICS SERVICES (HLS),"TRANSPORT, PRODUIT PETROLIER, AL-HASSAN LOGISTICS SERVICE, HLS, CONTRACTUALISATION",(AVENANT),DOCESSEN,DECEMBRE 2023
01617,2099/CJ,JURIDICTION ET CONTENTIEUX: CONTRAT DE TRANSPORT N°24/00136 DU 12/03/2024 SONABHY ET T.L.S.I,"TRANSPORT, PRODUIT PETROLIER, SONABHY, T.L.S.I, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2024
01618,2100/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:CONTRAT DE TRANSPORT N°24/00103 DU 26/02/2024 SONABHY ET D.C.L,"TRANSPORT, PRODUIT PETROLIER, SONABHY, D.C.L, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2024
01619,2101/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:AVENANTN°23/00390 DU 02 AOUT 2023 AU CONTRAT DE TRANSPORT N°23/00073:SONABHY,"TRANSPORT, PRODUIT PETROLIER, ESMAF-N, CONTRACTUALISATION",(AVENANT),DOCESSEN,AOUT2023
01620,2102/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:CONTRAT N°00096 DU 21/02/2024 SONABHY ET M.P.H.S,"TRANSPORT, PRODUIT PETROLIER, CONTRACTUALISATION, SONABHY, M.P.H.S",(CONTRAT),DOCESSEN,2024
01621,2103/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:CONTRAT DE TRANSPORT N°24/00086 DU 19/02/2024 SONABHY ET STMC,"TRANSPORT, PRODUIT PETROLIER, SONABHY, STMC, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2024
01622,2104/CJ,JURIDICTION ET CONTENTIEUX: CONTRAT DE CONVOYAGE DE METAUX N°24/00099 DU 21/02/2024 SONABHY ET RG,"METAUX, CONVOYAGE, SONABHY, RG, CONTRACTUALISATION",(AVENANT),DOCESSEN,2024
01623,2105/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:,"TRANSPORT, OE, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2023
01624,2106/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT PRODUITS PETROLIERS:,"TRANSPORT, BOI, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,2024
01625,2107/CJ,JURIDICTION ET CONTENTIEUX: CONVENTION ET PARTENARIAT N°24/00150,"CONVENTION, PARTENARIAT, SONABHY, A.R.S, CONTRACTUALISATION",(CONVENTION),DOCESSEN,2024
01626,2108/CJ,JURIDICTION ET CONTENTIEUX: CONTRAT D'ACHAT SPOT DE PRODUITS PETROLIERS.N°2410232,"ACHAT SPOT, PRODUIT PETROLIER, SONABHY, ONO OIL, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01627,2109/CJ,JURIDICTION ET CONTENTIEUX: ACHAT DE CONTRAT D'ACHAT SPOT DE PRODUITS PETROLIER:N°24/00235,"ACHAT SPOT, PRODUIT PETROLIER, SONABHY, BARKAD, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,JUIN 2024
01628,2110/CJ,JURIDICTION ET CONTENTIEUX:CONTRAT D'ACHAT SPOT N°24/00198,"ACHAT SPOT, PRODUIT PETROLIER, SONABHY, OKAZ T., CONTRACTUALISATION",(AVENANT),DOCESSEN,JUIN 2023
01629,2110/CJ,JURIDICTION ET CONTENTIEUX: CONTRAT D'ACHATSPOT N°24/00198,"ACHAT SPOT, SONABHY, OKAZ.T, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01630,2111/CJ,JURIDICTION ET CONTENTIEUX: CONTRAT DETRANSPORT PRODUITS PETROLIERS N°24/00201,"TRANSPORT, SONABHY, OTI, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01631,2112/CJ,JURIDICTION ET CONTENTIEUX: VENTE DE PRODUITS PETROLIERS. CONTRAT DE VENTE A TERME DE PRODUIT PETROLIER N°24/00184,"VENTE, BGIC, BUSHKAMA GLOBAL T, SONABHY, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,AVRIL 2024
01632,2113/CJ,JURIDICTION ET CONTENTIEUX:PASSAGE DE STOCKAGE DE PRODUITS PETROLIERS.CONTRAT DE PASSAGE ET DE STOCKAGE DE PRODUITS PETROLIERS.N°24/00188,"PASSAGE, STOCKAGE, PRODUIT PETROLIER, JEHOVA NISSI PETROLEUM, SONABHY, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01633,2114/CJ,JURIDICTION ET CONTENTIEUX: LOCATION DE LOCAL. CONTRAT DE LOCATION N°24/00168 ET N°24/00169,"LOCATION, SANCFIS, SONABHY, CONTRACTUALISATION",(CONTRAT),DOCESSEN,AVRIL 2024
01634,2115/CJ,JURIDICTION ET CONTENTIEUX: TRANSPORT.CONTRAT DE TRANSPORTDE PRODUITS PETROLIERS.N°24/00224,"TRANSPORT, ARK, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01635,2116/CJ,JURIDICTION ET CONTENTIEUX: PROTOCOLES D'ACCORD:N°24/00218,"PROTOCOLE D'ACCORD, PRODUIT PETROLIER, DGD, CONTRACTUALISATION",(PROTOCOLE D'ACCORD),DOCESSEN,MAI 2024
01636,2117/CJ,JURIDICTION ET CONTENTIEUX: ACHAT DE SPOT DE PRODUITS PETROLIERS: CONTRAT D'ACHAT SPOT PRODUIT PETROLIER N°24/228,"ACHAT SPOT, PRODUIT PETROLIER, SOCIETE EXPRESS SHIPPING, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01637,2118/CJ,JURIDICTION ET CONTENTIEUX: VENTE AU COMPTANT DE PRODUITS PETROLIERS:CONTRAT DE VENTE AU COMPTANT DE PRODUITS PETROLIERN°24/00177,"VENTE AU COMPTANT, PRODUIT PETROLIER, KS ENERGIES, CONTRACTUALISATION",(CONTRAT),DOCESSEN,AVRIL 2024
01638,2119/CJ,JURIDICTION ET CONTENTIEUX: VENTE AU COMPTANT DE PRODUITS PETROLIERS: CONTRAT DE VENTE AU COMPTANT DE PRODUITS PETROLIERS N°23100426,"VENTE AU COMPTANT, PRODUIT PETROLIER, ELTO, CONTRACTUALISATION ",,DOCESSEN,JUILLET 2024
01639,2120/CJ,JURIDICTION ET CONTENTIEUX: ACHAT SPOT DE PRODUITS PETROLIERS: CONTRAT D'ACHAT SPOT DE PRODUIT PETROLIER N°24/00250,"ACHAT SPOT, PRODUIT PETROLIER, ADSAN, SONABHY, CONTRACTUALISATION",(CONTRAT),DOCESSEN,MAI 2024
01640,2121/CJ,JURIDICTION ET CONTENTIEUX: ACHAT SPOT DE PRODUITS PETROLIERS: CONTRAT D'ACHAT SPOT DE PRODUIT PETROLIER N°24/00296,"ACHAT SPOT, TINERGY PLUS, SONABHY, PRODUIT PETROLIER, CONTRACTUALISATION",(CONTRAT),DOCESSEN,JUILLET 2024
