MFN,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,DATE EXTREME,ANNEE,OBSERVATIONS,PASSAGE GED,SORT FINAL,CHARGEMENT BLEU
00456,455/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 21 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00457,456/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 23 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00458,457/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 24 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00459,458/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 25 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00460,459/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 26 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00461,460/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 27 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00462,461/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 28 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00463,462/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 29 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00464,463/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 30 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00465,464/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 31 MAI 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00466,465/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 01 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00467,466/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 02 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00468,467/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 03 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00469,468/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 04 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00470,469/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 05 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00471,470/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 06 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00472,471/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 07 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00473,472/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 08 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00474,473/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 09 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00475,474/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 10 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00476,475/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 11 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00477,476/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 12 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00478,477/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 13 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00479,478/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 14 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00480,479/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 15 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00481,480/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 16 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00482,481/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 17 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00483,482/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 20 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00484,483/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 21 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
ANNEE         : 2020,OBSERVATIONS       :  DOCUMENTS COMPTA STOCK. COTATION REPRISE EN 2020,,,,,,,OUI,CONSERVATION,
00044,0046/LIV,LIVRAISON DES PRODUITS PETROLIERS: SORTIE DES PRODUITS PETROLIES ( BLANC) DU DEPOT DE BINGO.,"LIVRAISON, SORTIE, MARKETER, PRODUIT PETROLIER , COMPTA STOCK, DEPOT DE BINGO","(BON , BORDEREAU)",DU 06-10 JUIN 2020,2020,DOCUMENTS COMPTA STOCK. COTATION REPRISE EN 2020 POUR LIVRER,OUI,CONSERVATION,
00045,0047/LIV,LIVRAISON DES PRODUITS PETROLIERS: SORTIE DES PRODUITS PETROLIES ( BLANC) DU DEPOT DE BINGO.,"LIVRAISON, SORTIE, MARKETER, PRODUIT PETROLIER , COMPTA STOCK, DEPOT DE BINGO","(BON , BORDEREAU)",DU 11-12 JUIN 2020,2020,DOCUMENTS COMPTA STOCK. COTATION REPRISE EN 2020 POUR LIVRER,OUI,CONSERVATION,
00046,0048/LIV,LIVRAISON DES PRODUITS PETROLIERS: SORTIE DES PRODUITS PETROLIES ( BLANC) DU DEPOT DE BINGO.,"LIVRAISON, SORTIE, MARKETER, PRODUIT PETROLIER , COMPTA STOCK, DEPOT DE BINGO","(BON , BORDEREAU)",DU 15-16 JUIN 2020,2020,DOCUMENTS COMPTA STOCK. COTATION REPRISE EN 2020 POUR LIVRER,OUI,CONSERVATION,
00047,0049/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 22 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00486,485/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 23 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00487,486/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 24 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00488,487/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 25 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00489,488/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 26 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00490,489/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 27 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00491,490/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 28 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00492,491/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 29 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00493,492/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 30 JUIN 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00494,493/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 01 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00495,494/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 02 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00496,495/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 03 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00497,496/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 04 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00498,497/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 05 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00499,498/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 06 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00500,499/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 07 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00501,500/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 08 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00502,501/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 10 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00503,502/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 11 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00504,503/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 12 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00505,504/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 13 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00506,505/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 14 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00507,506/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 15 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00508,507/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 16 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00509,508/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 17 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00510,509/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 18 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00511,510/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 19 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00512,511/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 20 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00513,512/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 21 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00514,513/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 22 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00515,514/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 23 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00516,515/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 25 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00517,516/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 26 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00518,517/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 27 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00519,518/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 28 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00520,519/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 29 JUILLET 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00521,520/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 01 AOUT 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00522,521/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 02 AOUT 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00523,522/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 03 AOUT 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00524,523/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 04 AOUT 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00525,524/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO",(BON),DU 06 AOUT 2022,2020,BONS DE CHARGEMENT ROSE DU SERVICE MOUVEMENT,OUI,CONSERVATION,
00526,525/LIV,LIVRAISON DES PRODUITS PETROLIERS:BONS DE CHARGEMENT PRODUIT BLANC,"LIVRAISON, CHARGEMENT, PRODUIT BLANC, PRODUIT PETROLIER, MOUVEMENT, DEPOT DE BINGO","(BON , BORDEREAU)",DU 17-18 JUIN 2020,2020,DOCUMENTS COMPTA STOCK. COTATION REPRISE EN 2020 POUR LIVRER,OUI,CONSERVATION,
